timestamp,roll,pitch,yaw,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,markers,motor_input
30.004821750869752,34.05969956303262,19.55747994243029,128.64424542576285,-0.025461564999317832,0.10669676964579,-1.0275289558014042,-0.08993816620889174,-0.07562360022194119,-0.010949564819746729,nm,0.0
30.014333750869753,34.12368794971512,19.910678200933383,128.79236922143926,-0.0652817529645069,0.09001312020547451,-1.017236680281764,-0.06271798072214399,-0.03482368420807146,0.025330241653112432,nm,0.0
30.02379475086975,34.26256719408534,20.136699163427608,129.0696937629273,-0.05689727170105042,0.024390851859729914,-1.0171187748601258,-0.0516189227054269,-0.008113733135044621,0.04600407055702484,nm,0.0
30.03350575086975,34.513263026074696,20.366256449421368,129.33256079480105,-0.02656903180065935,-0.04980576390044476,-0.9069738029512541,-0.06537996938576622,0.007442283571225591,0.035256001973284296,nm,0.0
30.04305275086975,34.70783396683071,20.66927910219501,129.39786888836787,0.007435202018531155,-0.1215021589247321,-0.8915622147527718,-0.07004688661215874,-0.01027320658876584,-0.000578374789879082,nm,0.0
30.05254575086975,34.83817456075672,21.112894932827206,129.2072910001589,0.04132026480862658,-0.09823893620900231,-0.8969677694825822,-0.08417281011770734,-0.03739341730437586,-0.047462890082002364,marker_1,0.0
30.071407750869753,34.9729620729353,22.481496852319957,128.44466131792217,0.05472348647419842,0.012588765733041737,-0.9677852538792606,-0.11889115567658981,-0.08799125033027468,-0.08337084078194798,nm,0.0
30.08090975086975,34.998829126638675,23.175764839849773,128.10998170852383,0.04382806362469038,0.08494977406315737,-1.023612164969157,-0.11207782888294722,-0.08236167612950746,-0.0690162127125051,nm,0.0
30.11926975086975,35.385680343633545,24.65890238655226,128.39897776924946,0.009857144294099424,-0.012853561077688863,-0.9317665986025943,-0.04683216649499846,-0.01146765887157858,0.027181726078175008,nm,0.0
30.12862475086975,35.43415415786037,24.940604129341693,128.46219429092667,0.019153836804383918,-0.0649660335357111,-0.9029719784005887,-0.04965915364228646,-0.028155233680669516,0.008586286279104743,nm,0.0
30.13811275086975,35.44049999242392,25.372079752290425,128.35658835221116,0.025647359052684546,-0.0889372267989241,-0.8714192593034864,-0.06840778959502819,-0.05277023985998653,-0.02168481571641711,nm,0.0
30.14766275086975,35.37894832300643,25.9389923896993,128.07456597522528,0.023229237912647138,-0.0705148870793708,-0.8925521991611967,-0.08230807953593336,-0.07894487379506944,-0.051129287809536135,nm,0.0
30.15717575086975,35.29154419728718,26.580251616998584,127.70104941494155,0.014880573533217525,-0.01070153663518409,-0.9418651910526161,-0.0916899012671248,-0.09123304371571636,-0.06704115905859247,nm,0.0
30.166499750869754,35.2528825046922,27.223975357722274,127.374414633365,0.001098646842853393,0.053075149293587295,-0.9801171961419217,-0.09799338697276633,-0.08400111514688462,-0.06189472468788092,nm,0.0
30.17601575086975,35.287900076496534,27.786311479672538,127.19519894208361,-0.0025031621651888806,0.07240622207435035,-1.022711328186055,-0.09334625277707571,-0.06325630477698707,-0.039119492572884516,nm,0.0
30.195039750869753,35.609045564640255,28.49047853713936,127.28840089435707,0.007952067591929629,0.050672874483987065,-0.9852377735444279,-0.06662761693538649,-0.007691639098383911,0.003046956120300069,nm,0.0
30.20473175086975,35.81182612471371,28.735464963730227,127.43393164290478,0.025123240610462397,-0.005402344974800625,-0.9453389876808097,-0.060615263972236946,-0.0014366657550227107,0.009694377143746912,nm,0.0
30.214379750869753,35.96964182141497,29.01775228967196,127.50305682239764,0.04053445739074933,-0.051048500614408215,-0.9037167324608059,-0.06169019654727407,-0.012421103678753794,-0.0014194550256194098,nm,0.0
30.223745750869753,36.02948728102219,29.39393743157601,127.41568810301179,0.04956417782424494,-0.05459806021057888,-0.8778941606782478,-0.06614823638313956,-0.03750653930234488,-0.02333878592371751,nm,0.0
30.26192275086975,30.449859074439193,28.754155304229602,127.53423962348849,1.208053419560822,3.4667193485349137,2.283751262574798,0.2663989689608578,-0.43090701725096503,0.7033446447007796,nm,0.0
30.290208750869752,40.49541877449079,22.891379190529012,121.42178450650195,-0.004402299128896627,-0.9778078220612821,-2.336559721721458,0.10666649107099778,-0.2597051134023756,0.7648467604200259,nm,0.0
30.299796750869753,39.713407823948344,23.934343286682587,128.42024226764508,0.4045544948834785,-2.3544735715388954,-1.387189405179995,-0.08902679047132944,-0.2375102100713294,1.463363165175165,nm,0.0
30.30916175086975,36.210022465306366,18.986761462252183,128.93025032071714,0.5501711552320784,-3.2187799431035446,0.6810785445246049,1.1812053464476786,0.10902956221439761,0.35872861881325147,nm,0.0
30.31876575086975,30.447855721525624,11.95259341394305,124.12412210580311,-0.4572994705179036,-1.0406417613917922,-4.431358653017671,1.7931720509307492,-0.05649626240722539,-0.6523904195126975,nm,0.0
