timestamp,roll,pitch,yaw,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_mag,gyro_mag,motor_input,markers
0.0009870529174804688,44.293681346623686,-43.29178659695287,-26.981795567552968,-0.10897062410783429,0.17381013555211644,-0.024430105203137428,-0.038307748907268395,0.2336775752145691,0.06522895065981703,0.20659474867317507,0.24561658899325953,0.22067788323002685,nm
0.02558159828186035,42.62156787351264,-40.75210939333671,-25.737890322303148,-0.14365918677380993,0.18199318771045903,-0.05625118902419484,-0.020179695849026333,0.2408635723253295,0.05940845481745578,0.23858683656933483,0.24890127581367705,0.22130124406138804,nm
0.02983546257019043,41.90681888540958,-39.340415922053346,-25.248406720672268,-0.1664782033488953,0.17182896547622795,-0.022224461695190077,-0.005573540116959701,0.25485321621678625,0.055755493297808024,0.2402792381054756,0.2609404169506082,0.22130124406138804,nm
0.04027438163757324,41.19233459075767,-37.892456166465486,-24.83428585679283,-0.1224025593290489,0.15049577581679138,-0.04118960348293551,-0.0019980454091165787,0.2702704670059375,0.04492621123153764,0.19831275426477418,0.27398628063588365,0.22130124406138804,nm
0.049631357192993164,40.48788716800851,-36.49024354124305,-24.44815906016894,-0.08996925838379898,0.09911704603483619,-0.03465235755861368,0.0008010574859902902,0.27263611654600456,0.04043533705370994,0.1382730709616758,0.2756195026137112,0.22130124406138804,nm
0.059697628021240234,39.77445128921248,-35.09734336437613,-24.03942337041692,-0.09825003824309794,0.0774098093989615,0.027141812052533465,0.0016946446808760438,0.27049869081273886,0.04708218722460507,0.12799229104695645,0.27457083950385713,0.22130124406138804,nm
0.07750868797302246,38.11572760018675,-32.41640955199777,-23.17259739952597,-0.05445969071350231,0.07204072611155833,-0.008160486219735977,-0.03259409782784702,0.27524238046254845,0.04476593291022797,0.09067699634765916,0.2807574254854617,0.22183110076804508,nm
0.08731460571289062,37.377613324396265,-31.09353601972486,-22.771589263839843,-0.06924022030930686,0.11304654680797996,0.004189618480353943,-0.027544613580536975,0.2667095407595825,0.05359581121384958,0.13263213319818495,0.27343225093093737,0.22183110076804508,nm
0.09672355651855469,36.66191162386261,-29.699436512142608,-22.37772033728305,-0.11439138012106433,0.14163179705227427,0.046680847075245134,-0.02792930222078553,0.27089374095206575,0.04995732091407521,0.1879469480090615,0.2768739762463363,0.22183110076804508,nm
0.10521459579467773,35.98442397260764,-28.2553442672494,-22.071441320392616,-0.08760883944348409,0.1634529153113087,-0.046668840388304614,-0.029503079397539878,0.282103550582113,0.037880394050486994,0.19123322131781673,0.28616039068744736,0.22183110076804508,nm
0.11586141586303711,35.411322307771684,-26.735948652766645,-21.827574731337936,-0.12263331139302494,0.16179573392120716,-0.004381210798602126,-0.0077209065482712015,0.28276234603748895,0.03607032074946359,0.20306645115917712,0.2851582451438516,0.22183110076804508,nm
