timestamp,roll,pitch,yaw,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,motor_input,markers
0.0,7.805069910229699,1.1486691697770113,69.38215887692243,0.08179621466826141,0.12974336978841233,-0.0072446811693333835,0.04789743285305136,-0.018019439987735097,-0.07305763151869778,0.0,nm
0.028541000000018357,7.771928900112029,-0.03588486060805142,69.29610092179007,0.01547841268824838,0.04095400170422133,2.7420690874412565e-05,0.0705498983570838,-0.018129163427279008,0.016209628264311812,0.0,nm
0.038055000000099426,7.84448465104136,-0.28533944317409665,69.44905623059564,-0.05747564906829398,-0.02289387524928292,0.0061003057892257155,0.06959887546318973,-0.014696899512613413,0.024389868538309614,0.0,nm
0.057078000000046814,8.042209782451305,-0.44608631327046316,69.54428077703129,-0.09142023652250342,-0.0870342364114035,0.06929383764457615,0.0,0.0,0.0,0.0,nm
0.08559999999999945,8.193157100758569,-0.3576302131440751,69.1893521815076,0.01027106824360434,0.050358161912846484,-0.05726394141360029,0.0,0.0,0.0,0.0,nm
0.11413300000003801,8.225678442735491,-0.6701853714222744,69.36046830951558,0.024482520772451166,0.03497837386269464,0.07368844496932898,0.0,0.0,0.0,0.0,nm
0.12361000000009881,8.242867016900462,-0.8161326541247285,69.47264957774247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nm
0.14262700000006134,8.271358927033893,-1.0215655746795207,69.44766535495933,-0.038891766157494706,-0.10373180939263367,-0.001975433849005858,0.048836392304812355,-0.014255390823304017,-0.018619520256184734,0.0,nm
0.16169600000000628,8.221610018086634,-1.136117062540662,69.12539994034354,-0.022772758263899188,-0.09864942056264056,0.09404628027815415,0.04090500412225013,-0.01670847610805323,-0.04181499067281503,0.0,nm
0.17120500000009997,8.15651908590647,-1.2115675053221198,68.98780869284663,-0.01633031994958625,-0.0425148968860392,-0.0009631958402241973,0.03149648710505414,-0.019321391942845614,-0.03402554858143724,0.0,nm
0.18071100000008755,8.069282446125214,-1.310904867061005,68.94161530637625,-0.0037077053737119134,0.002160101645102481,-0.02987246145581402,0.0,0.0,0.0,0.0,nm
0.19969000000003234,7.946322180441226,-1.6972424674103064,69.12578863041966,0.029358526234095877,0.05305349588771516,0.06289854316982345,0.0,0.0,0.0,0.0,nm
0.20924800000000232,7.938758545545441,-1.9059981766704552,69.24711389662664,-0.015514695636953041,0.059327866371215066,0.0066207446841907575,0.0,0.0,0.0,0.0,nm
0.23778200000003835,8.072749859111044,-2.5540353112411758,68.85900448427478,0.00612962727460952,-0.004890154990016386,0.05269012738687379,0.05530704500300464,-0.003111454303641674,-0.06221861995794033,0.0,nm
0.24744600000008177,8.109502979695604,-2.6880789332428683,68.4829177004272,0.03786439339464651,-0.016670488968639062,0.034522564058960994,0.048102680240395136,0.005625019633108696,-0.08100019621809465,0.0,nm
0.2568070000000944,8.164574173873724,-2.7938418816652866,68.09182184427631,0.052942003150078944,-0.02086242387557644,-0.008154216609025827,0.046292508296861525,0.014402059255650964,-0.08381255552638849,0.0,nm
0.2758240000000569,8.168157846007217,-2.833821596768489,67.57758788083112,0.10755272479325396,-0.04739563626443726,0.05633000052286983,0.01772869545924568,0.02565737722672279,-0.04445033123088281,0.0,nm
