timestamp,roll,pitch,yaw,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,markers,motor_input
193.00495800000002,6.4272513993571305,-11.06572318710285,-95.31964252876998,-1.5066478580750342,-1.206080043664853,0.21519228160355894,0.017828279864837242,-0.2742629797539951,0.27252366247373355,nm,0.0
193.01429299999998,7.153496371431782,-11.292456126049451,-93.97574666490779,-1.422423509866279,-1.1001154950325314,0.030205274511392634,-0.068316929407964,-0.1452436731495655,0.2923288809023207,nm,0.0
193.023987,7.5452577011055215,-11.834506179823144,-92.69683719478198,-1.281281559702001,-0.8525251161289418,-0.07062761274295147,-0.12414428756747034,-0.07744898596729034,0.26684746391395214,nm,0.0
193.05250900000001,6.962288431511185,-13.352286235095345,-91.31674411925901,-0.9662160417849275,-0.35548550918062016,-0.24966146706083542,-0.06426395667446838,0.05630557578099678,-0.01944292919357049,nm,0.0
193.062018,6.5842740019947215,-13.291590326948905,-91.61052950489996,-0.8230450062094081,-0.2754044519881297,-0.12489806452572969,0.0027445639497616697,0.06600708927179727,-0.08082056317132567,nm,0.0
193.07136599999998,6.021169690044858,-12.95506526584051,-92.00776884961601,-0.7469974767846762,-0.3649215863363334,-0.5388365277778772,0.059425394435860236,0.10044835491116151,-0.1096297229611483,nm,0.0
193.090547,5.2005775073105855,-11.81368333300024,-92.52277714167003,-0.29333431310778574,-0.24385488114995055,-0.2637085755995421,0.12190774563177635,0.06752617475851513,-0.06049490027189751,nm,0.0
193.100083,4.492026940270688,-10.860769175171864,-92.68515019400095,-0.0624952176032997,-0.061417923757746476,-0.10496738046289185,0.18531285889876925,0.12348659428237395,-0.06487409836822805,nm,0.0
193.10957299999998,3.374614752374918,-9.598959105171568,-93.03169716525946,0.21018161495992077,0.24419959915259729,0.20169119198108632,0.2515628770666334,0.20072774172315033,-0.11353352991832753,nm,0.0
193.119089,1.8407889511354467,-8.166133409023711,-93.79312982860196,0.48839290855488926,0.6131302753416622,0.4341497243304818,0.29246826154084415,0.2795757767552765,-0.20414994380091073,nm,0.0
