timestamp,roll,pitch,yaw,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_mag,gyro_mag
229.50519699999995,-2.704902877800026,17.524137845954588,-130.11396925923646,0.5695216770128534,-2.8002281210960027,-0.7846879095076439,0.1999186258675536,0.1648332888171439,0.0065505729091505,2.963337237995679,0.25919178242468444
229.51488399999994,-7.981109420697027,18.23915478514617,-130.5085001032806,-0.7708052164481236,1.2240354908950892,4.154507635721049,0.7468779263220033,0.6786608518249482,0.240195621145214,4.3991291479040395,1.037352941406229
229.52429499999994,-4.293135990225382,16.135750476325924,-129.5456012422213,-0.6461496114963716,-0.3201818039874752,-4.272962960213288,-0.7892792427143893,-0.2656143348955717,-0.0316284249757817,4.333386454886789,0.8333744987388716
229.5339019999999,-1.5211199774877464,18.1269986246715,-128.68926307527326,1.860099220878731,-0.950309004788524,1.6521110339855074,-0.0370908949515821,-0.659437092642502,-0.0248294376928298,2.6631799009290527,0.6609459241248464
229.5432370000001,-4.532720831808681,18.94483048455695,-128.48373985109922,0.286591712530392,2.427861489582466,-1.338157673573144,0.4718856319625341,0.3490713964736187,0.2168781802137232,2.786989806517308,0.6257499776600385
229.5529449999999,-2.4641312842817973,17.2534314000822,-128.46396614036854,-0.0430618077998579,0.3613433705714111,-0.2218545544274429,-0.5228793177213065,-0.0941019219193617,-0.1439712779658876,0.42619572272267026,0.5504413515432389
229.56243199999994,-0.445012715235453,17.579501578496963,-128.91825663536468,0.2026738058337159,-1.1131196452800565,2.194013015308565,-0.2021125354212022,-0.3384764979139283,-0.2554904983860687,2.4685633732239696,0.4697778319376362
229.57185099999992,-1.5393600755134207,19.322471310923987,-130.00675363609528,-0.5776819934832986,1.4299178818149163,-2.0645187565651857,0.3894645309680352,-0.0567752212435349,-0.1737014946730091,2.576939915973664,0.43020722434780356
229.5814580000001,0.2213730120240956,18.847622888424635,-131.0487948258971,-0.8836635616069431,-0.4777568935544481,0.2376405884285257,-0.3008441117317407,-0.1873056593986257,-0.346118414732214,1.0322722454465778,0.4953670827004505
229.59098399999993,0.706355798243787,17.447415381984232,-131.84181439061277,-1.4803843198221702,-1.2181803246735734,0.7787448687381388,-0.2834490896534855,0.1208630797165883,-0.2016608963363337,2.0692860141563667,0.3682640188440103
