timestamp,roll,pitch,yaw,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_mag,gyro_mag,markers
0.010473251342773438,17.780708844231363,33.05658531571698,162.9414693369649,-0.0165897083165675,-0.03258618382096809,0.009681353332016961,0.17638237996925563,-0.5593475530970078,-0.05055806414226003,0.03782600164413452,0.5886735487254728,nm
0.014117717742919922,15.746002741644169,35.45845763248089,162.11950753997087,-0.01739299086063733,-0.033886997925133056,0.008633082304786918,0.18127035686546217,-0.5488217484964314,-0.0525705038681645,0.03905604779720307,0.5803687722282833,nm
0.01748180389404297,11.248797581848507,40.00496789310266,159.99799991890345,-0.02728750550432206,0.042709052902,0.16838296607624684,0.1996722301765909,-0.5267780072554905,-0.04905185382704701,0.17584508642856284,0.5654822303093432,nm
0.04392361640930176,6.193398484405282,43.82645260681473,156.9970682418505,0.09218061356736332,-0.03913391576046859,0.0961229957203323,0.2181579404192504,-0.472845586635771,-0.06578954015256597,0.13881051540374756,0.5248848439061483,nm
0.05282402038574219,3.4082835384901773,45.72848867310175,155.23389722299387,0.08620530092620846,-0.04152380555555887,0.05984275326144849,0.2137500448459631,-0.4964938023861148,-0.06245823452186272,0.1128571462225792,0.5441472305718937,nm
0.05575966835021973,0.3884529339904867,47.69185147967556,153.28039218846362,0.03755950865442372,-0.018906572690759387,0.04619878868060919,0.2118562656109905,-0.5150268487285775,-0.05873065651505874,0.062470018863677985,0.5599866268087242,nm
0.06320571899414062,-2.863595129609115,49.38517197249499,151.0236200924869,-0.035313679683341766,0.01662213296360344,0.033397964839115536,0.22430730497820628,-0.4959142050498954,-0.05802744008525418,0.05136901140213013,0.5473681116394191,nm
0.08925414085388184,-9.968430815179916,52.06582738069952,145.77661463883157,-0.05091935252359174,0.03463514613512057,-0.07900862545966755,0.2459979922156346,-0.45350461198939046,-0.05750857882938159,0.10017353296279909,0.5191229930457195,nm
0.09631919860839844,-13.844021047612978,53.185147764507114,142.81574894374776,-0.008190359012159571,0.01664789190895761,-0.07845473944176592,0.2549685261914568,-0.44609708517537694,-0.0559589487565409,0.08061873496052752,0.5168587453996965,nm
0.10259199142456055,-17.891748332047577,54.05484878651832,139.6673921820937,0.0,0.0,0.0,0.26976678500399254,-0.4192795201694355,-0.060345185140944134,0.0,0.502206108778654,nm
