timestamp,roll,pitch,yaw,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,motor_input,markers
0.0,13.895047687878238,7.120814543711272,54.73562823241793,0.01693604079799842,-0.0025762288778459126,0.06143293128724961,-0.04467383654967924,-0.06378756260474139,-0.05481360073793721,0.0,nm
0.009501999999997679,13.46365104582387,7.132137637006714,54.49743342186087,0.009391655121738146,-0.0013351417765612747,0.03490218907645531,-0.0446371043795259,-0.07008588858551221,-0.045067280643763724,0.0,nm
0.0189740000000711,13.043929648327564,7.110597522804555,54.25202664093881,-0.015585387290155784,0.043753416745890734,0.005627263440269324,-0.04321341990591173,-0.07599788558471651,-0.04673791225069329,0.0,nm
0.028531000000043605,12.653092501645117,7.120683175223293,53.967491325563934,-0.04354052036919248,0.03356289918357742,0.012241926449499138,-0.04582130842017629,-0.0714972379252261,-0.05521790807609607,0.0,nm
0.03805299999999079,12.26467069661054,7.156153076652945,53.62273657939447,-0.042674178657040034,0.0332550636525487,0.011665226786978051,-0.04627916541427456,-0.06995320338087999,-0.06722313188952833,0.0,nm
0.04755399999999099,11.862807162358903,7.154510201211425,53.22738816213221,-0.02037755596067531,0.023885484178487564,0.05523981000066375,-0.039776232880270955,-0.07134115015255997,-0.07692821159588342,0.0,nm
0.06657100000006722,11.050024219332595,7.177475082149465,52.499264948234746,0.0,0.0,0.0,-0.04100158897320297,-0.06393900897735835,-0.064652826033314,0.0,nm
0.0760890000000245,10.652328479937369,7.225635580686597,52.24357115170671,0.0,0.0,0.0,-0.03913737459490157,-0.06057306925226919,-0.04876622836009719,0.0,nm
0.14281300000004649,7.344357515243575,7.490222075596829,50.87053943470319,0.0,0.0,0.0,-0.05905601479201103,-0.08575542030637322,-0.04433913698701477,0.0,nm
0.15217300000006162,6.761814696131084,7.436907392730021,50.64904956176491,0.007638679642526816,0.0010950566805923798,0.04359247153444625,-0.05493629614627721,-0.09326946110931822,-0.03606302435230241,0.0,nm
0.19973400000003494,3.950299686577691,7.460261431979095,50.269274692728104,-0.04622571900766666,-0.007601496685949514,0.05981170261019815,-0.06195467045800565,-0.09054558266520032,-0.004052578054651188,0.0,nm
