timestamp,roll,pitch,yaw,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_magnitude,gyro_magnitude,class
0.004180999999960022,-3.790195803124252,8.4472138190003,-113.18449312152096,0.0845105560541315,-0.0352249524958284,-0.0059994414649118,0.0559351047779559,0.0483488879081587,0.0313247428413015,0.09175415337085714,0.08029688924578754,Idle
0.01368800000000192,-3.991050956055449,8.694351634624228,-112.9854161250686,0.0958147299347564,-0.0298026354666172,-0.0652555124450357,0.0543546004042436,0.0405436086549073,0.0401809429803209,0.11969520231692907,0.07882077750602992,Idle
0.04215799999997216,-4.185828109972507,9.428331946009616,-112.4173627266113,0.1039686426160584,0.0163552388489661,-0.1563394497842162,0.0,0.0,0.0,0.1884648403391568,0.0,Idle
0.05165399999998499,-4.120430517151943,9.63899975172854,-112.327536236249,0.0671927563801293,0.0057342167514465,-0.1815316078368014,0.0,0.0,0.0,0.19365296898195553,0.0,Idle
0.08017699999999195,-3.741985482116672,10.062436739747268,-112.39584157873902,-0.0481407530432137,0.0026798837939364,-0.1874574954369335,0.0,0.0,0.0,0.1935588449960493,0.0,Idle
0.0896619999999757,-3.6885045350852175,10.086415356776316,-112.48162490111876,-0.0658567462394161,-0.0057692829674233,-0.1460314897174459,0.0,0.0,0.0,0.16029844553300432,0.0,Idle
0.099221,-3.702054273491384,10.026474231787889,-112.56663011202951,-0.0548546166007805,-0.0024275955063463,-0.0808817237356365,0.0,0.0,0.0,0.09775876133016866,0.0,Idle
0.10876899999999523,-3.836587009661984,9.88756361232805,-112.64562433266596,-0.0370602851894796,0.0211847084987657,-0.0303039939042996,0.0,0.0,0.0,0.05235063188782981,0.0,Idle
0.11832199999997783,-3.9762518497510366,9.71872349691652,-112.69931930006786,0.0249629747692073,0.0596779035665185,0.0110791663425881,-0.0479852822604072,0.0405731130892595,-0.0117752890376094,0.06563040614128103,0.06393295121675546,Idle
0.12783999999999196,-4.116488572753737,9.557471844908571,-112.7343280884803,0.0502485193289973,0.1118542249842679,0.0645661614246791,-0.0566390333327588,0.047759585889207,-0.0080411848072123,0.13858236014264427,0.07452260592787698,Idle
0.14680599999996957,-4.252187551403612,9.322525271900066,-112.78879134275309,0.0875548348159546,0.2026100366175399,0.0667918626636159,-0.0716726803045494,0.0343144632072247,-0.0104425773005132,0.230603185051476,0.08014675856149964,Idle
0.15629899999998997,-4.1928720723984085,9.009181278251678,-112.83384236911256,0.0991043184577022,0.2258514929134272,0.090117522866507,-0.0761690961984462,0.014145633031886,-0.0166135978789135,0.2625866156447905,0.07923283274024205,Idle
0.16581599999994978,-4.004514613420178,8.750675005254326,-112.89769890453964,0.0988027357353242,0.2191548472415877,0.1200512235946148,-0.0759541148672186,-0.0136066679676984,-0.0243290273184368,0.2687063898474172,0.08090779040801369,Idle
